BmV18hpi_uninfected_b	BmV18hpi_uninfected_c	BmV4dpi_uninfected_b	BmV4dpi_uninfected_c	BmV8dpi_uninfected_b	BmV8dpi_uninfected_c	BmV18hpi_a	BmV18hpi_b	BmV4dpi_a	BmV4dpi_b	BmV8dpi_a	BmV8dpi_b
AAEL013560	10	4	12	17	76	25	83	53	66	60	59	0
AAEL013561	1258	1354	1149	1640	2243	1200	1161	1048	992	837	923	1018
AAEL013562	36	60	112	184	168	140	50	17	52	37	46	101
AAEL013563	0	0	0	0	0	0	0	0	0	0	0	0
AAEL013564	284	293	509	1267	790	656	316	370	611	370	389	510
AAEL013565	0	0	0	0	0	0	0	0	0	0	0	0
AAEL013566	75	30	70	51	250	201	33	36	35	71	11	13
AAEL013567	286	325	590	1240	1137	718	261	341	644	429	566	495
AAEL013568	825	728	1349	2252	2296	2137	675	673	1069	1008	551	782
AAEL013569	2	0	40	150	20	129	6	0	19	0	0	1
AAEL013570	0	0	0	0	0	0	0	0	0	0	0	0
AAEL013571	1188	1512	1550	1895	3282	2426	1573	1607	1677	1567	2223	2272
AAEL013572	195	192	271	198	682	275	151	201	287	280	227	376
AAEL013573	1	5	1	1	8	0	3	0	2	0	0	0
AAEL013574	2184	1551	1171	1233	2518	3783	3863	3403	2965	2542	7638	7643
AAEL013575	10	0	20	215	36	52	2	10	131	1	17	25
AAEL013576	46	53	39	22	103	36	14	2	15	6	22	10
AAEL013577	5553	3913	5	3	31	3	685	843	0	5	0	4
AAEL013578	26	21	151	239	139	128	59	67	213	61	38	105
AAEL013579	0	0	0	0	0	0	0	0	0	0	0	0
AAEL013580	5	5	2	10	15	0	3	2	2	2	1	5
AAEL013581	307	340	633	440	1929	1090	599	480	1350	1037	660	1095
AAEL013582	0	0	6	15	7	66	0	2	0	0	0	20
AAEL013583	6028	6090	4299	5881	31202	9953	6457	4930	3913	3217	4577	7198
AAEL013584	2338	1222	33	8	95	16	262	231	2	51	0	2
AAEL013585	0	0	3	2	5	9	11	3	7	10	0	4
AAEL013586	3	0	7	0	6	7	6	9	10	9	8	0
AAEL013587	0	0	0	0	0	0	0	0	0	0	0	0
AAEL013588	54	48	59	68	168	115	60	87	95	84	85	87
AAEL013589	31	35	55	48	73	32	25	22	69	39	12	20
AAEL013590	44	42	121	296	203	214	55	71	122	94	73	95
AAEL013591	79	46	99	222	279	161	482	252	299	227	183	235
AAEL013592	6	7	26	120	105	83	40	17	56	31	54	21
AAEL013593	99	106	417	903	734	622	271	233	380	298	237	270
AAEL013594	69	99	199	202	218	228	55	83	152	82	104	97
AAEL013595	0	0	0	0	0	0	0	0	0	0	0	0
AAEL013596	126	209	836	2324	791	1269	88	109	469	68	36	90
AAEL013597	74	86	175	774	389	424	123	94	238	185	99	174
AAEL013598	0	0	0	1	0	0	0	0	4	0	0	0
AAEL013599	56	51	511	1010	287	742	34	37	249	54	26	89
AAEL013600	1225	1618	2222	2249	5319	2591	1549	1598	2271	2095	2202	2570
AAEL013601	0	0	0	0	12	0	4	0	2	6	0	0
AAEL013602	417	57	533	53	279	55	37	43	167	31	50	114
AAEL013603	0	0	0	0	0	0	0	0	6	0	0	0
AAEL013604	0	0	3	17	3	3	1	0	14	0	0	0
AAEL013605	0	0	0	0	0	0	0	0	7	2	1	3
AAEL013606	0	0	0	4	0	0	3	0	0	0	0	1
AAEL013607	0	0	0	0	0	0	0	0	0	0	0	0
AAEL013608	1236	1321	1800	2555	4060	3105	1391	1334	2214	1945	1740	2228
AAEL013611	82	120	81	85	302	248	53	87	69	89	36	92
AAEL013612	1886	2253	2347	1984	4500	1968	2346	2149	2288	1988	1444	2180
AAEL013613	9669	12462	12952	13997	26131	22861	17301	16521	38907	30983	15801	17385
AAEL013614	7143	7207	11460	17826	19595	14625	9574	9726	11811	9849	14191	15503
AAEL013615	563	486	472	490	845	659	562	596	922	601	523	767
AAEL013616	151	201	459	1124	586	583	247	319	611	359	321	401
AAEL013617	119	106	292	352	299	271	129	119	323	173	181	258
AAEL013618	101	112	169	107	359	127	106	115	189	186	109	203
AAEL013619	0	2	0	1	0	0	0	0	0	0	0	0
AAEL013620	562	651	673	1223	1558	1442	1033	1028	1161	1068	1235	1261
AAEL013621	0	0	25	42	5	6	4	2	38	10	2	12
AAEL013622	0	0	0	0	0	0	0	0	0	0	0	0
AAEL013623	0	6	3	2	13	0	0	28	4	3264	2	16
AAEL013624	113	103	170	314	481	301	88	86	95	76	169	233
AAEL013625	57377	60652	42879	50915	164083	97022	29625	27977	33356	38936	30955	38402
AAEL013626	11	27	99	331	77	134	9	21	24	46	31	54
AAEL013627	545	454	715	969	1946	1212	505	874	951	842	578	773
AAEL013628	15	0	0	2	2	0	0	9	7	1119	0	0
AAEL013629	1541	1775	2442	2922	9120	2713	703	965	1393	6850	554	749
AAEL013630	47	35	17	17	76	28	122	219	19	46	57	61
AAEL013631	322	322	577	897	1404	1190	528	513	919	932	962	903
AAEL013632	452	446	865	2281	2034	1822	530	604	801	479	711	881
AAEL013633	157	152	353	856	268	597	123	121	220	115	142	193
AAEL013634	16	14	98	197	74	108	33	24	168	37	33	53
AAEL013635	156	227	525	1523	289	603	183	243	452	137	92	211
AAEL013636	135	47	345	176	319	54	135	192	394	546	211	327
AAEL013637	3676	2667	721	686	2743	1642	8262	8696	1035	962	1106	848
AAEL013638	0	3	0	379	28	336	1	4	660	6	11	39
AAEL013639	282	301	408	539	976	1007	596	555	896	608	668	686
AAEL013640	289	330	125	139	544	263	370	322	468	275	478	277
AAEL013641	363	152	621	479	521	287	402	719	590	947	508	665
AAEL013642	324	90	150	8	97	6	501	183	99	163	5	27
AAEL013643	355	366	594	1027	831	941	917	846	1303	622	844	823
AAEL013644	854	1153	765	1810	795	787	1413	1432	603	289	448	359
AAEL013645	663	489	1047	620	2794	839	722	987	1532	1363	1536	1549
AAEL013646	0	0	0	1	0	0	0	0	0	0	0	0
AAEL013647	0	0	0	0	0	0	0	0	0	0	0	0
AAEL013648	706	1292	174	151	385	231	952	701	318	256	282	251
AAEL013649	144	60	20	32	67	62	78	35	49	43	31	37
AAEL013651	101	119	205	327	284	285	52	53	125	93	36	55
AAEL013652	482	644	629	1085	1509	1271	731	739	723	598	570	719
AAEL013653	971	1171	2846	5815	4190	4001	653	796	1599	948	1160	1301
AAEL013655	0	0	1	0	79	2	148	185	463	230	1	420
AAEL013656	2532	3431	1859	2259	5257	3836	5058	5789	3993	3428	6397	7224
AAEL013657	0	0	0	1	0	0	0	0	2	0	0	0
AAEL013658	151	139	146	370	269	284	460	359	388	276	273	520
AAEL013661	1585	1725	1782	2514	3756	3874	3290	3479	3298	3664	4098	5170
AAEL013662	60	78	57	59	220	135	189	177	166	196	209	158
AAEL013675	4626	5238	5597	7457	16445	10267	9350	8858	11845	11511	11299	12386
AAEL013676	640	911	809	1813	2142	1638	2024	1905	1591	1441	2104	2251
AAEL013677	86	134	220	383	356	276	64	118	229	81	211	304
AAEL013678	447	461	965	1540	2135	1433	431	478	1146	781	993	1053
AAEL013679	72	103	205	428	385	467	586	550	345	265	459	604
AAEL013680	2	0	2	4	3	16	0	0	2	0	0	3
AAEL013681	11	37	89	105	67	66	60	45	87	58	26	74
AAEL013682	19	36	47	57	65	59	49	35	58	44	27	43
AAEL013683	0	0	0	0	0	0	0	0	0	0	0	0
AAEL013684	7317	7687	8418	7815	22415	11015	11253	10958	16185	15785	13301	16967
AAEL013685	9	16	83	260	120	136	17	31	18	14	38	35
AAEL013686	315	316	943	1604	570	716	313	313	534	259	330	449
AAEL013687	92	94	203	368	121	304	86	46	174	93	139	148
AAEL013688	8	15	34	130	46	31	43	61	59	32	28	61
AAEL013689	221	379	230	301	1256	480	40	65	246	877	74	78
AAEL013690	14	10	139	437	56	147	22	30	79	21	24	36
AAEL013691	0	6	11	9	13	29	22	19	85	61	39	37
AAEL013692	0	9	212	493	43	253	0	22	81	0	0	8
AAEL013693	48	57	95	224	180	189	44	75	87	42	93	49
AAEL013694	9919	14300	10066	11499	38516	17737	6177	5531	8792	12932	8763	10679
AAEL013695	0	4	2	1	8	0	2	0	8	8	0	5
AAEL013696	37	29	45	30	133	117	20	0	14	238	0	48
AAEL013697	398	380	583	1376	893	689	286	307	531	353	188	395
AAEL013698	675	617	1080	872	3497	1714	434	357	618	802	532	795
AAEL013699	508	599	646	792	2435	883	317	345	609	737	499	763
AAEL013700	297	362	779	853	1366	1530	680	722	1005	902	683	812
AAEL013701	47	61	72	144	153	70	15	6	8	4	3	10
AAEL013702	283	285	250	283	640	389	91	117	150	130	88	125
AAEL013703	485	509	4792	5365	10239	4328	137	363	424	8146	487	723
AAEL013704	187	177	579	1190	609	676	182	186	450	296	225	218
AAEL013705	100	74	214	385	292	337	102	132	255	201	100	158
AAEL013706	64	0	0	0	0	0	0	1	0	0	0	0
AAEL013707	27	8	412	383	476	298	2	408	4	375	1	10
AAEL013708	39	18	17	30	66	34	157	200	196	199	148	198
AAEL013709	30	25	1	4	4	1	45	24	60	55	42	60
AAEL013710	743	525	608	587	1639	620	107	146	174	708	364	128
AAEL013711	4	0	10	7	17	16	6	2	12	6	3	4
AAEL013712	169	2	0	0	0	0	0	72	0	4	0	0
AAEL013713	843	0	0	0	3	0	2	547	0	0	1	0
AAEL013714	626	1	0	0	2	0	2	588	2	375	1	0
AAEL013715	66	1	3	8	17	31	0	773	5	357	19	0
AAEL013716	91	141	31	344	51	40	32	13	16	65	14	11
AAEL013717	3208	1766	481	589	1787	545	1742	586	76	287	36	58
AAEL013718	10	3	1	1	6	0	1	3	4	0	0	0
AAEL013719	0	0	0	0	0	0	0	0	0	0	0	0
AAEL013720	0	0	1	0	0	0	0	0	0	0	0	0
AAEL013721	0	10	200	639	59	288	0	4	76	0	2	16
AAEL013722	2	0	1	2	2	11	0	0	1	0	0	0
AAEL013723	366	416	742	1466	1323	851	168	135	343	207	161	238
AAEL013724	105	97	64	110	150	138	85	43	50	37	74	41
AAEL013725	34	63	440	1163	391	660	104	131	309	186	156	216
AAEL013726	272	271	583	1619	583	954	101	117	314	98	87	230
AAEL013727	54	48	61	50	192	44	58	46	90	91	93	93
AAEL013728	70	82	77	90	134	159	179	170	256	204	166	214
AAEL013729	1973	2229	3792	6199	7405	4326	1452	1750	2981	2137	2194	2525
AAEL013730	35	36	92	82	135	145	36	47	60	51	73	85
AAEL013731	202	192	425	696	536	481	199	185	486	356	405	382
AAEL013732	31	24	20	32	91	32	37	19	20	25	38	43
AAEL013733	38	38	767	2419	267	918	27	44	485	58	60	134
AAEL013734	0	4	99	435	25	184	0	6	276	0	0	65
AAEL013735	69	86	225	489	338	350	79	90	269	95	87	147
AAEL013736	122	164	380	677	706	462	174	165	380	376	382	365
AAEL013737	3	1	7	15	7	6	3	0	12	8	7	2
AAEL013738	0	5	97	276	11	203	5	6	36	0	0	13
AAEL013739	5689	7574	5618	7668	13718	9906	8069	7419	8562	7569	6594	5870
AAEL013740	1	0	0	12	0	0	2	4	3	0	0	5
AAEL013741	105	111	481	876	465	561	87	74	443	191	206	261
AAEL013742	495	533	1074	1475	1081	1285	636	619	712	692	965	740
AAEL013743	0	0	0	4	0	7	0	0	0	0	0	0
AAEL013744	2973	5143	3098	3299	5539	5479	7827	7102	7554	8115	2382	2745
AAEL013745	0	0	0	0	0	0	0	0	0	0	0	0
AAEL013746	445	461	505	801	1098	827	739	691	869	803	728	796
AAEL013749	577	743	574	1024	1133	1176	1387	1283	1679	1117	1021	1133
AAEL013750	20	20	25	17	53	9	12	14	10	30	17	17
AAEL013751	0	0	2	2	0	0	0	0	0	1	0	0
AAEL013752	26	49	671	1774	283	853	70	101	488	141	71	145
AAEL013753	0	0	0	8	0	0	0	0	8	0	0	0
AAEL013755	2127	3003	2234	2732	4992	3380	2164	2266	4129	3190	2216	2472
AAEL013756	1865	2289	1341	1552	2842	2781	1917	1573	1840	1530	3281	3156
AAEL013757	101	34	8	1	1	0	75	29	6	4	9	5
AAEL013758	7	4	20	71	32	13	7	8	4	5	6	5
AAEL013759	30	32	0	1	1	6	42	18	3	0	5	14
AAEL013760	127	197	178	191	565	169	11	9	8	211	26	13
AAEL013761	611	607	1146	1808	2285	1931	825	845	1705	1151	1197	1489
AAEL013762	2	3	0	0	0	0	0	2	3	0	8	42
AAEL013763	1	10	14	46	3	6	2	0	12	0	0	3
AAEL013764	46	24	56	50	143	58	50	67	90	53	76	73
AAEL013765	0	0	0	3	0	3	0	0	0	0	0	0
AAEL013766	435	63	103	103	162	144	123	124	183	96	188	313
AAEL013767	537	671	884	2103	1427	1505	656	589	683	409	515	609
AAEL013768	49	113	103	204	221	317	47	65	79	89	190	218
AAEL013769	58	97	137	254	293	211	126	118	114	131	139	163
AAEL013770	49	64	174	111	430	145	32	28	94	96	76	111
AAEL013771	244	252	218	278	564	406	614	654	442	387	217	303
AAEL013772	0	0	0	0	0	0	0	0	0	0	0	0
AAEL013773	0	0	10	2	5	27	0	0	4	1	0	0
AAEL013774	1645	1141	784	672	1601	2195	369	962	813	6714	300	765
AAEL013775	4048	5131	3205	3747	11105	7999	812	1706	2134	18477	223	2320
AAEL013776	609	584	835	675	2386	997	417	417	658	618	604	825
AAEL013777	0	0	0	0	1	0	0	0	0	0	0	0
AAEL013778	3369	3848	2569	4530	4909	3451	3479	3787	3742	2740	2884	3369
AAEL013779	0	0	0	0	0	0	0	0	0	0	0	0
AAEL013780	3	2	2	3	3	2	4	0	6	5	0	0
AAEL013781	0	0	0	0	0	0	0	0	0	0	0	0
AAEL013782	287	252	259	365	551	390	422	501	468	488	277	304
AAEL013783	5	0	0	1	50	1	40	21	56	16	11	4
AAEL013784	5070	4505	1949	2017	5389	3021	1418	1373	2593	2891	2416	2897
AAEL013785	24	37	28	47	95	42	82	30	78	69	81	83
AAEL013786	143	123	118	282	302	185	106	87	61	45	37	41
AAEL013787	0	0	0	0	0	0	0	0	0	0	0	0
AAEL013788	1285	1675	2149	2028	4598	1806	995	1126	1433	1462	1220	1470
AAEL013789	3	0	0	1	12	0	0	0	0	4	0	0
AAEL013790	252	332	357	654	700	883	830	961	594	594	545	595
AAEL013792	0	0	0	0	0	0	0	0	0	0	0	0
AAEL013793	2	2	1	3	13	6	1	0	9	2	7	4
AAEL013795	125	149	349	811	554	698	300	352	497	349	451	566
AAEL013796	72	96	202	390	304	327	73	87	221	119	155	217
AAEL013797	67	70	72	64	225	106	18	22	53	45	27	50
AAEL013798	4	7	6	5	21	36	17	9	14	13	59	35
AAEL013799	0	8	279	928	33	381	5	15	144	0	0	44
AAEL013800	3467	3905	5645	5671	13844	7752	4740	5360	7788	6717	7575	8120
AAEL013801	52	8	31	24	52	31	13	8	80	9	68	187
AAEL013802	0	0	3	5	2	3	0	1	0	1	0	0
AAEL013803	22	8	30	70	77	102	18	22	32	21	18	11
AAEL013804	3	2	6	3	2	0	6	0	3	5	4	0
AAEL013805	37	49	50	84	122	102	44	35	55	69	67	87
AAEL013806	21	23	20	7	49	41	29	25	29	19	30	49
AAEL013807	160	76	109	75	409	268	77	77	112	154	86	84
AAEL013808	399	447	1524	4131	1318	1948	476	452	1208	394	638	851
AAEL013809	0	0	0	1	0	0	0	0	0	0	4	1
AAEL013811	1933	1994	2445	3320	5132	3418	1698	1463	2497	2254	2082	2214
AAEL013812	0	0	0	2	2	0	0	173	0	10	0	0
AAEL013813	0	6	338	1155	104	594	0	22	209	0	0	45
AAEL013814	12	18	18	58	48	52	93	70	50	47	46	35
AAEL013815	26	49	41	60	58	88	60	96	81	51	68	57
AAEL013816	230	259	426	1019	727	1082	577	518	676	504	515	724
AAEL013817	845	876	1995	3315	3682	2566	510	510	1321	943	986	1079
AAEL013818	293	321	612	1139	975	867	404	511	692	526	638	653
AAEL013819	0	0	0	1	0	2	0	0	5	0	0	0
AAEL013820	0	0	6	8	2	0	0	2	17	0	0	1
AAEL013821	824	1127	532	729	1956	1244	774	804	1242	618	1434	1322
AAEL013822	0	17	299	963	75	487	0	10	182	0	1	28
AAEL013823	43	99	245	424	252	220	34	32	130	47	81	70
AAEL013824	20	29	153	533	173	325	38	52	216	33	43	65
AAEL013825	418	453	743	1263	1377	1056	805	776	1076	790	825	986
AAEL013826	1102	1236	1856	3252	3122	2261	1113	1176	1776	1499	1372	1578
AAEL013827	1	76	1077	2283	810	1692	4	59	380	2	2	57
AAEL013828	247	323	555	929	1217	959	669	669	847	687	1529	1395
AAEL013829	0	0	0	0	0	0	0	0	0	0	0	0
AAEL013830	0	0	0	0	0	0	5	2	20	0	0	4
AAEL013831	612	1728	438	336	521	315	1511	2019	1309	792	336	451
AAEL013832	15	9	8	10	48	4	16	24	0	4	2	18
AAEL013833	31	54	22	3	135	17	12	14	9	41	10	3
AAEL013834	61	59	188	233	462	312	151	152	312	251	455	266
AAEL013835	8	0	3	0	1	0	0	8	0	23	0	4
AAEL013836	2	0	1	4	4	0	0	0	0	0	0	0
AAEL013837	0	0	0	0	0	0	0	0	0	0	0	0
AAEL013838	0	0	0	0	0	0	5	0	0	0	0	1
AAEL013839	66	91	85	1050	315	412	115	92	127	194	127	209
AAEL013840	309	409	287	492	1126	552	225	292	369	374	392	617
AAEL013841	748	1143	383	1981	1371	1671	1386	1311	1020	1434	772	1619
AAEL013842	83	99	160	444	364	335	171	125	181	110	233	189
AAEL013843	120	148	292	1380	609	799	245	239	297	390	262	474
AAEL013844	564	653	758	2416	1374	1790	1853	1859	1344	1100	1079	1456
AAEL013845	1322	1407	1044	1665	2113	1722	1201	947	734	640	725	698
AAEL013846	0	4	12	57	5	40	3	2	0	0	7	2
AAEL013847	58	49	81	144	126	121	27	26	16	22	21	17
AAEL013849	2	2	0	10	9	4	6	6	7	5	15	8
AAEL013850	0	0	6	7	11	13	0	3	0	2	0	2
AAEL013851	83	58	65	103	153	64	50	35	77	53	79	38
AAEL013852	0	8	227	942	5	35	1	11	137	0	1	29
AAEL013853	30	77	46	49	59	16	40	38	55	20	52	53
AAEL013855	15	5	8	10	27	7	1	6	12	9	6	6
AAEL013856	6	2	3	3	7	0	14	8	4	0	1	1
AAEL013857	22023	22819	149	181	785	759	29795	24076	358	279	371	349
AAEL013858	667	681	1437	2674	2360	1688	718	729	1468	979	783	1000
AAEL013859	216	140	329	866	551	490	87	87	208	136	94	97
AAEL013860	10	12	16	46	22	5	12	4	17	12	2	16
AAEL013861	7	19	19	20	42	39	13	36	29	23	16	27
AAEL013862	179	212	436	938	664	772	241	329	473	326	347	439
AAEL013863	1722	1865	2895	5618	5219	4046	2274	2406	3540	2274	2439	2863
AAEL013864	159	158	236	184	636	416	111	121	221	259	170	341
AAEL013865	58	46	53	47	220	118	114	192	165	220	156	252
AAEL013866	1355	1520	2156	3868	3847	3206	2013	2120	2425	1969	2820	2557
AAEL013867	296	348	848	733	2243	776	407	455	1236	1674	1328	1233
AAEL013868	1	17	10	28	22	41	0	0	3	0	0	0
AAEL013869	224	197	683	1452	1404	1598	235	240	681	445	480	594
AAEL013870	134	138	289	444	514	405	216	199	257	162	253	324
AAEL013871	411	477	339	508	892	689	943	891	925	908	821	953
AAEL013872	185	209	265	684	543	443	149	145	192	275	99	188
AAEL013873	49	82	199	449	156	223	32	17	38	25	12	13
AAEL013874	17	26	50	82	47	94	16	16	2	0	12	7
AAEL013875	11279	14185	11959	11482	29946	27919	10652	10159	17080	22568	32398	33694
AAEL013876	4877	6332	4175	5221	8469	8269	6999	7244	7857	8462	2624	3334
AAEL013877	432	513	1424	5584	1328	2495	546	520	1834	894	789	886
AAEL013878	0	0	0	1	0	0	0	0	0	0	0	0
AAEL013879	113	140	256	480	416	565	242	268	323	234	237	331
AAEL013880	3732	6080	5930	8933	14471	14103	10976	13054	16298	15233	14724	15772
AAEL013881	228	232	430	233	817	667	204	205	268	284	243	285
AAEL013882	4	5	7	18	15	24	0	0	3	5	3	17
AAEL013883	36	77	65	369	138	130	101	131	212	141	216	198
AAEL013884	1353	1483	294	221	567	621	2624	2353	541	328	681	638
AAEL013885	6513	7863	7152	11984	30361	14113	2686	3507	4311	11486	453	3067
AAEL013886	49	43	210	497	142	194	33	34	98	20	7	49
AAEL013887	211	240	654	1275	590	661	225	286	503	241	233	276
AAEL013888	846	933	1718	3289	3480	2492	810	1075	1652	1186	1314	1481
AAEL013889	34	30	114	218	127	151	33	26	48	49	40	61
AAEL013890	462	584	986	1329	2062	2005	885	852	1599	1554	1068	1673
AAEL013891	70	78	322	881	287	480	74	82	312	108	109	152
AAEL013892	42	30	172	450	114	205	19	24	107	29	24	35
AAEL013893	0	0	0	0	0	0	0	0	0	0	0	0
AAEL013894	63	48	54	68	154	94	14	24	27	35	21	48
AAEL013895	114	55	62	286	252	546	411	216	337	382	285	979
AAEL013896	769	888	1701	3800	2418	2538	957	897	1621	1099	1038	1338
AAEL013897	490	575	928	2160	1522	1583	528	627	1329	765	823	945
AAEL013898	182	158	284	469	520	520	339	252	450	283	377	332
AAEL013899	110	7	5	8	0	4	6	14	8	3156	0	10
AAEL013900	275	190	326	277	590	279	109	85	139	177	105	101
AAEL013901	145	142	294	601	283	368	160	146	217	161	132	210
AAEL013902	77	98	212	352	289	363	229	375	300	221	282	447
AAEL013903	259	287	719	1560	974	858	244	264	570	352	431	454
AAEL013904	3162	3681	1881	3197	6326	4099	10956	10278	2247	2204	1398	1491
AAEL013905	437	412	1202	3373	1516	1681	333	416	922	534	436	632
AAEL013906	6	6	1	1	17	16	1	3	7	1	8	3
AAEL013907	160	206	281	573	577	550	227	263	376	313	230	411
AAEL013908	0	1	2	4	0	0	0	0	0	0	0	0
AAEL013909	25	17	58	99	149	129	7	15	54	55	86	79
AAEL013910	24	27	52	25	110	36	30	43	44	32	126	106
AAEL013911	90	126	48	22	237	44	94	152	48	26	24	61
AAEL013912	0	3	28	16	14	31	4	6	5	4	0	4
AAEL013913	1043	1396	1090	748	2464	1362	11458	10518	10084	7858	5236	5791
AAEL013914	47	83	276	668	245	141	131	94	364	67	59	141
AAEL013915	489	167	51	185	167	116	227	209	88	33	40	31
AAEL013916	0	0	0	3	0	0	0	0	0	0	0	0
AAEL013917	0	0	0	0	0	0	0	0	0	0	0	0
AAEL013918	0	0	0	0	0	0	0	0	0	0	0	0
AAEL013921	24	47	151	363	215	249	59	75	213	113	112	131
AAEL013935	103	135	122	96	250	219	232	207	205	191	179	211
AAEL013936	2932	3054	3453	4375	8762	7095	5170	5028	6490	6083	13140	11017
AAEL013939	66	90	331	597	374	469	46	51	229	52	153	152
AAEL013940	12	73	1094	2831	220	1169	75	107	503	25	53	188
AAEL013941	1147	1234	1510	1945	3420	2308	1248	1503	2001	1751	1970	2415
AAEL013942	167	204	199	467	437	423	466	313	453	321	372	513
AAEL013943	76	82	160	265	313	135	165	173	179	169	106	132
AAEL013944	431	322	422	885	482	551	209	161	365	154	288	135
AAEL013945	534	536	273	270	887	515	406	431	322	315	415	389
AAEL013946	254	169	181	384	277	259	88	73	73	35	28	22
AAEL013947	2	2	1	5	7	8	3	1	0	3	20	31
AAEL013948	73	110	168	313	384	233	187	196	177	136	235	236
AAEL013949	142	131	107	235	200	150	66	31	74	23	45	32
AAEL013950	479	466	1451	1667	5343	3483	684	547	1500	1214	2248	1648
AAEL013951	0	0	0	0	0	0	0	0	0	0	0	0
AAEL013952	509	606	668	1750	1776	1363	1753	2416	893	1055	1258	1524
AAEL013953	9	10	20	20	18	18	3	11	13	2	14	16
AAEL013954	0	0	0	0	0	0	0	0	0	0	0	0
AAEL013955	316	364	246	552	381	174	54	108	122	76	73	118
AAEL013956	181	173	219	319	435	229	189	193	160	133	204	161
AAEL013957	29	27	69	95	131	83	18	15	18	32	26	21
AAEL013958	1	4	2	5	20	2	0	0	0	0	0	0
AAEL013959	0	0	0	0	0	0	6	9	2	7	6	0
AAEL013960	4403	5287	3552	4040	7361	6743	12304	11230	13141	12902	5971	6585
AAEL013961	26	17	4	5	18	132	526	493	225	285	1515	383
AAEL013962	146	152	694	1785	660	784	209	282	606	305	252	373
AAEL013963	334	378	616	1161	842	988	178	209	547	331	227	470
AAEL013964	741	783	463	624	1127	848	1951	1783	1225	1084	966	1118
AAEL013965	63	101	498	1353	375	795	116	102	367	64	112	257
AAEL013966	4310	4814	7833	11794	13041	13745	5423	5115	10922	9872	5693	7199
AAEL013967	2238	2032	1479	1825	4593	2454	6023	5193	2448	1869	2240	1785
AAEL013968	439	497	1763	3501	3180	2752	1243	1516	1656	1342	1583	2233
AAEL013969	967	1202	729	657	2154	1042	2331	2051	872	913	2844	2325
AAEL013970	348	281	513	1279	1044	593	403	457	654	478	678	721
AAEL013971	73	78	100	124	244	131	68	65	63	46	30	68
AAEL013972	1	1	0	0	2	0	0	0	4	0	0	0
AAEL013973	111	126	181	208	411	400	174	191	216	224	247	260
AAEL013974	39	29	58	135	131	106	51	59	63	81	72	74
AAEL013975	82	113	428	942	547	884	102	117	362	216	166	374
AAEL013976	1	0	2	1	5	0	0	0	3	7	1	0
AAEL013977	150	129	271	501	551	431	309	297	366	280	322	415
AAEL013978	330	334	658	1085	1434	923	415	479	930	849	682	938
AAEL013979	774	935	923	1197	2566	1686	1627	1680	1867	1810	1767	2015
AAEL013980	915	930	658	1047	1377	1462	3081	2658	2225	1944	2429	2721
AAEL013981	31	13	0	6	5	0	3	1	6	0	8	0
AAEL013982	916	1123	2102	4651	3442	3717	1708	1835	2411	1733	1975	2361
AAEL013983	66	21	0	1	2	0	0	4	0	2	0	0
AAEL013984	1265	2379	1617	843	4034	3786	966	1623	3193	2894	14320	7704
AAEL013985	535	575	1119	1861	1943	1524	823	799	1299	1079	1030	1274
AAEL013986	1	0	2	5	0	0	0	0	0	0	0	0
AAEL013987	23634	22400	12928	9230	29369	15947	6004	5809	7443	8463	8818	9664
AAEL013988	0	0	0	0	0	0	0	0	0	0	0	0
AAEL013989	4960	3853	526	893	2073	1514	16261	13644	1007	1466	1853	2025
AAEL013990	730	521	355	223	1045	670	978	833	955	653	1920	1511
AAEL013991	19	27	40	25	49	45	52	38	17	23	27	34
AAEL013992	325	284	219	275	461	531	1006	943	551	549	493	481
AAEL013993	14	8	47	32	68	38	19	20	58	53	39	50
AAEL013994	340	339	647	1285	793	1047	330	343	689	417	476	465
AAEL013995	998	839	1047	1443	2226	2023	853	907	1870	1475	1197	1350
AAEL013996	85	61	205	351	238	226	126	117	321	183	175	198
AAEL013997	266	290	457	302	1040	411	261	201	259	341	185	303
AAEL013998	236	230	384	762	720	602	507	505	622	382	425	480
AAEL013999	216	221	284	597	596	649	334	293	464	403	404	447
AAEL014000	89	121	413	750	548	636	198	217	559	326	301	459
AAEL014001	7	37	401	673	44	526	8	3	11	65	40	23
AAEL014002	15	26	20	69	29	89	38	46	52	21	51	40
AAEL014003	72	112	270	672	442	457	36	28	131	36	44	133
AAEL014004	140	223	69	66	218	131	251	305	311	325	662	510
AAEL014005	603	702	548	523	1739	965	518	714	1949	1193	5558	3092
AAEL014006	0	0	0	0	0	0	0	0	0	0	0	0
AAEL014007	3	1	0	1	2	4	0	0	0	0	0	0
AAEL014008	278	271	796	1675	1188	1275	446	466	1283	772	658	817
AAEL014009	0	0	0	0	0	0	0	0	0	2	0	0
AAEL014010	4	0	2	5	4	8	0	0	0	4	4	0
AAEL014011	138	117	398	1042	420	586	117	99	348	203	143	194
AAEL014012	881	938	2200	3640	3775	2448	621	708	1613	1283	1280	1653
AAEL014013	63	36	110	154	199	153	20	46	87	53	69	93
AAEL014014	25	41	160	490	74	282	26	43	132	47	12	40
AAEL014015	3	3	0	3	2	3	0	5	0	1	0	4
AAEL014016	265	302	585	1181	826	859	693	586	962	547	554	807
AAEL014017	0	0	95	235	14	156	0	5	81	2	0	3
AAEL014018	136	169	248	320	600	281	115	120	193	254	198	267
AAEL014019	1821	1259	595	569	1838	906	319	469	1066	1008	1799	1097
