BmV18hpi_uninfected_b	BmV18hpi_uninfected_c	BmV4dpi_uninfected_b	BmV4dpi_uninfected_c	BmV8dpi_uninfected_b	BmV8dpi_uninfected_c	BmV18hpi_a	BmV18hpi_b	BmV4dpi_a	BmV4dpi_b	BmV8dpi_a	BmV8dpi_b
AAEL010512	208	315	401	858	831	332	238	204	529	186	367	403
AAEL010513	3006	2558	1754	1335	5882	2849	2363	2315	2198	2164	2151	2316
AAEL010514	909	1225	1165	827	4344	1154	1763	1227	1230	601	1297	1518
AAEL010515	272	318	450	662	1011	564	203	208	401	287	315	375
AAEL010516	298	388	638	1542	938	807	483	471	720	443	472	676
AAEL010517	17	12	117	360	91	70	5	8	167	2	39	69
AAEL010518	10	10	9	19	28	4	2	11	0	0	2	15
AAEL010519	1222	2362	2414	2371	2654	3684	5288	4511	5645	4699	1980	2363
AAEL010520	2254	2417	2170	3619	6186	4279	2882	2656	3083	2884	2458	2876
AAEL010521	5480	4812	1054	1655	3459	1898	8274	8058	1157	1211	2581	2240
AAEL010522	164	236	376	616	736	774	365	386	523	412	322	389
AAEL010523	787	716	1186	681	2697	815	688	735	1262	1119	1140	1351
AAEL010524	985	1087	1426	1623	4090	1941	506	643	941	1107	760	952
AAEL010525	261	269	1121	2014	1291	1324	330	353	927	545	541	755
AAEL010526	92	136	651	1339	561	634	173	222	497	261	368	272
AAEL010527	201	209	153	191	402	327	95	143	206	171	531	359
AAEL010528	11	3	14	7	17	15	13	0	22	11	19	17
AAEL010529	3939	2306	2050	1439	7476	3315	2800	2016	883	681	634	411
AAEL010530	248	459	423	580	970	872	901	836	786	683	1051	1162
AAEL010531	0	0	0	0	0	0	0	0	0	0	0	0
AAEL010532	2	0	3	5	3	0	0	6	7	2	0	3
AAEL010533	326	401	694	1551	1159	1074	406	445	748	585	477	694
AAEL010534	0	4	3	0	1	0	1	1	0	0	0	0
AAEL010535	611	750	1048	1849	2231	2398	1514	1409	1663	1405	1269	1555
AAEL010536	151	147	463	1431	609	812	179	212	559	324	351	291
AAEL010537	20	4	9	2	31	4	2	2	14	27	10	12
AAEL010538	879	819	532	1041	2182	1104	963	1497	708	1185	1118	1174
AAEL010539	566	580	384	459	890	403	424	345	337	318	226	346
AAEL010540	45	185	32	93	106	118	173	219	162	127	176	230
AAEL010541	92	78	81	76	182	116	47	51	47	41	33	91
AAEL010542	43	36	74	148	103	109	26	26	95	26	48	53
AAEL010543	277	314	402	827	918	590	186	127	438	211	192	247
AAEL010544	26	33	28	34	55	93	94	152	158	161	79	126
AAEL010545	41	52	36	74	109	79	166	160	223	164	203	219
AAEL010546	271	332	251	502	551	539	257	289	277	168	382	294
AAEL010547	0	0	0	0	0	0	0	0	0	0	0	0
AAEL010548	26	32	75	209	79	147	19	30	38	19	33	23
AAEL010549	57	60	79	159	229	160	97	100	82	57	72	116
AAEL010550	0	0	0	0	0	0	0	0	0	0	0	0
AAEL010551	2	0	8	1	11	4	0	1	2	16	2	13
AAEL010552	0	0	4	10	6	0	0	0	9	1	0	0
AAEL010553	172	129	241	662	434	348	124	102	183	134	185	211
AAEL010554	0	0	0	0	0	0	0	0	0	0	0	0
AAEL010555	7869	7114	2220	2652	6217	3626	2984	2954	2100	2139	2871	2776
AAEL010556	9	14	9	12	19	23	5	8	6	1	1	14
AAEL010557	5	1	0	2	9	7	0	5	1	8	5	0
AAEL010558	3164	3410	3179	4043	9813	11278	4158	4836	4265	3662	19926	21645
AAEL010559	550	663	682	1308	1350	1106	741	719	895	736	1064	1095
AAEL010560	0	0	3	4	7	6	0	1	1	0	0	0
AAEL010561	635	813	768	1362	1759	1082	1018	1029	1084	913	1164	1211
AAEL010562	0	8	83	456	57	294	0	2	113	0	3	10
AAEL010563	79	78	93	280	257	211	233	232	195	228	168	162
AAEL010564	9	15	10	6	33	21	0	6	0	0	2	9
AAEL010565	1441	1601	3546	5693	6665	5565	1172	1303	2513	2256	1749	2381
AAEL010566	24	37	22	52	64	47	2	0	0	1	1	8
AAEL010567	397	233	586	369	1354	354	154	152	275	259	199	226
AAEL010568	19	37	836	3717	159	1274	34	97	965	22	40	201
AAEL010569	342	393	450	714	901	623	470	506	459	426	555	570
AAEL010570	196	202	254	174	547	305	239	361	444	354	313	355
AAEL010571	85	61	47	105	213	135	75	123	108	166	83	214
AAEL010572	235	267	253	364	659	579	794	796	1024	929	794	938
AAEL010573	30979	31328	27486	32785	124013	60536	52505	45871	60241	63103	50958	55156
AAEL010574	14817	17328	17471	18051	39372	24863	19362	20293	24247	21025	17363	21731
AAEL010575	0	0	27	28	63	37	44	22	19	40	23	0
AAEL010576	3158	3979	16579	47087	20201	28954	3414	3867	12971	6180	6179	8529
AAEL010577	127	93	161	329	290	284	235	178	202	157	220	223
AAEL010578	9	3	37	65	80	53	26	32	67	75	51	43
AAEL010579	5	3	11	29	10	20	8	2	8	1	6	0
AAEL010580	0	0	0	1	0	0	0	0	5	0	0	0
AAEL010581	382	468	740	1441	962	1125	318	305	507	516	546	669
AAEL010582	215	288	210	235	594	356	205	146	93	230	312	279
AAEL010583	0	10	369	1148	84	503	0	11	202	0	0	55
AAEL010584	1489	1461	1056	1660	2742	2017	1780	1565	1213	1138	1396	1567
AAEL010585	3497	4069	4035	8247	9068	6537	4195	4573	3931	3478	6058	6433
AAEL010586	59	65	73	369	320	427	404	347	381	277	214	440
AAEL010587	218	201	444	628	803	691	647	370	407	486	461	222
AAEL010588	103	116	314	536	505	473	200	281	381	392	243	285
AAEL010589	247	244	332	440	607	495	318	331	434	356	372	435
AAEL010590	1034	1054	802	1079	2146	1192	471	416	726	809	591	592
AAEL010591	200	384	366	656	483	1126	222	142	84	124	434	400
AAEL010592	382	395	315	368	834	583	606	662	718	818	536	572
AAEL010593	5	31	1019	3572	318	2107	11	21	550	11	13	262
AAEL010594	44	61	213	396	298	233	210	192	192	145	193	154
AAEL010595	87	88	246	601	223	343	136	121	247	127	192	194
AAEL010596	1163	2089	192	198	523	525	1067	1273	175	241	617	556
AAEL010597	301	372	125	154	373	196	506	545	232	234	165	202
AAEL010598	289	260	546	836	918	677	352	339	584	463	572	493
AAEL010599	5427	6242	2337	3490	5192	3469	12189	8427	2480	2607	3842	3464
AAEL010600	10	3	1	0	2	0	3	4	5	5	18	20
AAEL010601	0	0	0	0	0	0	0	0	0	0	0	0
AAEL010602	1410	1633	2309	4763	5942	5488	1881	1833	6599	5375	2884	3805
AAEL010603	24	37	70	94	117	131	53	40	53	56	59	52
AAEL010605	148	146	287	719	505	456	161	127	248	178	154	204
AAEL010606	148	133	451	442	542	405	65	37	142	88	83	104
AAEL010607	99	135	253	764	368	459	188	124	331	224	156	295
AAEL010608	15743	23656	14244	24390	28820	28151	16948	18833	18879	14447	11731	12622
AAEL010609	8	10	4	18	38	14	0	0	3	1	3	3
AAEL010610	180	175	462	1150	701	569	364	403	614	489	511	594
AAEL010611	1793	1914	1193	1797	2853	2012	2543	3808	3030	2113	1334	1218
AAEL010612	246	252	599	1019	1029	846	327	471	533	418	436	596
AAEL010613	31	32	56	109	117	97	171	220	190	206	252	202
AAEL010614	0	0	1	0	3	0	0	0	2	0	0	0
AAEL010615	0	0	0	0	0	0	0	0	1	0	4	0
AAEL010617	157	91	271	693	511	418	143	252	262	183	239	229
AAEL010618	0	0	0	0	0	0	0	0	0	0	0	0
AAEL010619	227	233	491	664	1136	629	324	247	711	674	719	765
AAEL010620	258	176	498	519	798	546	344	64	654	702	325	328
AAEL010621	56	69	182	350	422	424	115	168	205	99	140	159
AAEL010622	0	0	0	1	0	0	0	0	0	0	0	0
AAEL010623	12	4	12	12	14	14	17	13	10	6	16	12
AAEL010624	6	4	9	18	15	18	0	3	12	7	6	2
AAEL010625	73	55	82	70	236	65	13	4	29	21	0	13
AAEL010626	2	9	7	2	9	12	0	0	0	0	0	0
AAEL010627	16	16	16	46	52	20	8	10	20	8	7	8
AAEL010628	0	0	1	1	1	0	0	0	0	0	0	3
AAEL010629	13	17	30	56	94	96	20	17	30	27	14	14
AAEL010630	416	406	257	269	997	368	1045	769	325	281	400	266
AAEL010631	1	0	0	1	1	5	9	3	8	1	6	0
AAEL010632	0	0	0	0	0	0	0	0	0	0	0	0
AAEL010633	131	136	460	914	653	431	147	185	414	315	320	404
AAEL010634	5348	4362	1937	1225	7206	4896	7387	5938	6337	6205	11609	12967
AAEL010635	213	324	646	1524	1166	1061	410	388	719	460	460	653
AAEL010636	0	0	0	2	3	0	0	1	0	4	0	0
AAEL010637	32	49	135	239	144	231	40	45	96	28	38	81
AAEL010638	0	22	639	2355	94	975	0	20	542	0	1	114
AAEL010639	0	0	0	0	0	0	0	0	0	0	0	0
AAEL010640	3675	2665	2418	3779	5533	3686	20516	18754	2096	1348	9028	6509
AAEL010641	373	554	1372	3610	1743	2456	1081	939	1705	1011	1121	1275
AAEL010642	126	101	279	558	414	439	248	200	355	336	295	401
AAEL010643	14	18	148	386	130	180	24	21	116	32	44	41
AAEL010644	278	405	6317	22307	963	8295	1285	1239	4623	597	812	1458
AAEL010645	12	48	49	66	99	69	30	20	25	21	30	25
AAEL010646	6	14	461	1613	93	725	1	16	477	4	0	52
AAEL010647	2	7	1	7	5	2	6	9	7	10	0	15
AAEL010648	36	55	675	2222	168	1071	17	15	619	11	2	70
AAEL010649	0	0	0	0	0	0	0	0	0	0	0	0
AAEL010650	8	38	222	1044	270	810	1	38	229	73	11	65
AAEL010651	0	0	0	1	0	7	0	0	0	0	0	0
AAEL010652	269	357	918	2088	615	1572	198	240	599	192	896	742
AAEL010653	610	211	171	141	397	242	257	202	357	343	573	490
AAEL010654	3	0	15	6	12	7	15	3	14	4	6	4
AAEL010655	4	7	33	26	75	38	1	0	5	10	20	8
AAEL010656	2663	1868	1539	956	5216	2031	2691	1843	1243	1084	2134	2748
AAEL010657	1	1	0	1	3	12	4	7	25	13	3	6
AAEL010658	0	0	0	0	0	0	0	0	0	0	0	0
AAEL010659	8676	9923	8620	8888	17046	10253	13543	13934	16539	11495	6436	10898
AAEL010660	1	5	2	0	2	0	0	2	0	5	0	0
AAEL010661	1150	1456	1774	1935	3179	2764	1628	1644	1998	2374	3944	3950
AAEL010662	0	0	0	0	6	5	0	0	5	0	6	4
AAEL010663	70	77	250	443	319	394	95	104	168	137	143	199
AAEL010664	0	1	0	2	1	0	0	3	0	0	0	8
AAEL010665	334	375	1104	3052	927	1525	400	395	881	445	447	561
AAEL010666	4	6	8	10	2	7	8	6	31	10	12	34
AAEL010667	2	4	1	5	3	28	22	10	11	13	540	718
AAEL010668	982	1125	2036	6485	1939	3598	887	975	1853	727	4101	4397
AAEL010669	2	1	0	0	3	0	0	4	1	3	21	17
AAEL010670	2	18	295	1075	54	877	104	125	399	86	2501	3437
AAEL010671	50	46	83	68	178	174	176	138	91	205	320	156
AAEL010672	0	0	0	0	0	0	0	0	0	0	0	0
AAEL010673	1057	1085	827	1000	2059	1211	6339	6081	8873	7588	3219	3684
AAEL010674	646	630	945	1748	1603	1518	1012	1104	1116	822	892	1132
AAEL010675	129	132	122	350	267	364	220	220	406	115	784	1181
AAEL010676	633	693	564	529	1734	706	410	414	408	375	450	527
AAEL010677	29	45	159	456	173	350	91	154	195	77	303	340
AAEL010678	34	35	57	53	154	64	48	45	86	89	80	72
AAEL010679	1550	1766	935	1383	1765	1104	1244	1193	1073	807	621	912
AAEL010680	32	41	27	29	65	51	34	29	47	40	64	42
AAEL010681	1143	1190	1178	1168	3278	1233	986	1348	1328	1480	1534	1943
AAEL010682	8	15	151	137	50	154	16	1	42	20	31	70
AAEL010683	0	4	11	1	0	0	0	0	0	0	14	0
AAEL010684	642	787	1219	1438	3688	2236	960	1120	3442	3021	4221	3301
AAEL010685	124	127	96	128	370	112	46	30	57	74	20	48
AAEL010686	215	233	180	109	594	348	117	89	175	403	452	383
AAEL010687	60	66	101	107	344	160	31	46	146	251	187	200
AAEL010688	6	7	54	37	62	26	1	15	24	25	37	27
AAEL010689	978	930	1380	2264	2573	1860	2280	2199	1598	1234	2110	2050
AAEL010690	268	249	293	351	438	301	205	188	256	252	141	199
AAEL010691	853	1299	6835	25570	2546	10215	1997	2176	4781	980	1456	2881
AAEL010692	0	31	637	2671	174	1426	0	34	1099	0	4	237
AAEL010693	2353	2058	2183	3002	5056	2356	1809	1733	1983	1893	1391	1879
AAEL010694	317	369	303	401	772	596	457	256	370	171	690	669
AAEL010695	949	1236	943	917	1979	1546	1262	1131	903	981	2127	1739
AAEL010696	857	989	851	733	1032	744	641	586	563	568	596	622
AAEL010697	1512	2096	2891	3619	6220	4463	1241	1338	3489	3120	4168	3584
AAEL010698	1204	1610	4514	9270	7623	7130	3181	3663	4220	3190	4214	4705
AAEL010699	0	1	1	12	1	0	0	0	0	0	0	0
AAEL010700	731	629	497	406	1258	636	615	498	708	666	414	484
AAEL010701	324	289	393	420	725	347	377	359	413	427	252	326
AAEL010702	0	0	0	0	0	0	0	0	0	1	0	0
AAEL010704	973	997	1023	1182	1932	2009	1460	1821	1138	1192	1303	1630
AAEL010705	0	0	0	0	0	0	0	0	0	0	0	0
AAEL010706	0	0	0	0	0	3	0	0	2	0	4	0
AAEL010707	0	0	0	0	0	0	0	0	0	0	0	0
AAEL010708	3	3	34	107	9	47	0	6	6	1	0	6
AAEL010709	49	42	100	209	86	123	63	67	54	17	32	73
AAEL010710	37	35	80	60	169	70	40	50	65	59	71	67
AAEL010711	50	64	220	515	208	251	60	49	161	51	131	168
AAEL010712	2948	2674	4838	3065	11244	4689	2388	2655	4802	4149	3600	4996
AAEL010713	2	3	1	9	8	0	3	0	1	3	2	0
AAEL010714	0	0	0	0	0	0	0	0	0	0	0	0
AAEL010715	53	47	118	315	88	223	7	32	85	12	9	24
AAEL010716	4380	3892	787	1047	2327	1314	12527	10249	1368	1759	2292	2102
AAEL010717	2	8	16	35	23	33	5	0	0	0	0	0
AAEL010718	0	0	0	0	0	0	0	0	0	0	0	0
AAEL010719	10	27	96	443	32	120	15	17	59	5	5	30
AAEL010720	5	2	5	13	0	12	0	0	0	0	0	0
AAEL010721	0	0	0	4	1	0	0	1	4	0	0	0
AAEL010722	20	15	107	400	87	246	47	51	91	84	33	74
AAEL010723	1306	1346	2642	7136	4563	3756	1738	1647	2748	2020	1863	2418
AAEL010724	247	269	350	436	1090	845	2363	1872	1681	1885	2651	3078
AAEL010725	328	351	189	456	602	325	365	329	228	246	410	303
AAEL010726	0	0	2	0	5	0	0	0	2	0	0	0
AAEL010727	853	841	827	1379	2026	1347	1219	1123	1316	1238	1346	1380
AAEL010728	526	447	497	836	969	603	545	515	542	461	336	368
AAEL010729	55	44	114	463	180	254	20	43	145	49	34	35
AAEL010730	226	208	325	579	604	480	460	375	401	421	399	437
AAEL010731	966	1170	956	1179	2517	2119	758	675	1754	1710	3043	3110
AAEL010732	249	250	583	1001	994	1002	339	357	719	511	553	625
AAEL010733	372	444	650	758	1396	892	645	627	952	782	801	1088
AAEL010736	0	0	0	0	0	0	0	0	0	0	0	0
AAEL010737	466	534	1272	1747	1202	2560	404	534	770	414	572	674
AAEL010738	1359	1428	1565	1211	4443	2065	1350	1283	1264	1942	1374	1622
AAEL010739	59	54	28	25	104	87	6	7	4	24	5	26
AAEL010740	46	32	31	43	153	49	15	12	21	30	11	29
AAEL010741	0	0	0	0	0	0	0	0	1	0	0	0
AAEL010742	4543	6875	8705	10405	24891	14227	7471	7842	12064	10802	8308	10076
AAEL010743	1568	2270	2938	4070	7983	5378	3402	3604	5283	4883	4470	5825
AAEL010744	0	4	1	3	5	0	5	0	6	5	1	0
AAEL010745	0	1	1	0	0	0	0	0	0	0	0	0
AAEL010746	0	0	0	0	0	0	0	0	0	0	0	0
AAEL010747	27	46	897	2416	345	1356	11	59	723	37	49	117
AAEL010748	30	41	44	22	78	41	17	5	44	52	56	40
AAEL010749	10	5	126	101	41	42	5	2	22	7	6	28
AAEL010750	239	307	299	121	558	313	281	210	388	414	315	447
AAEL010751	934	1083	383	250	1628	326	488	338	262	55	797	1162
AAEL010752	0	0	0	17	11	2	2	46	20	5	155	112
AAEL010753	238	294	555	716	978	1022	471	435	790	653	388	520
AAEL010754	653	457	564	786	1633	1233	2471	3037	2176	1428	904	879
AAEL010755	1471	1535	3582	6787	5766	5153	1861	2139	4511	2650	2904	3381
AAEL010756	70014	77151	58278	64182	202224	126058	55659	51801	62374	67725	55811	69235
AAEL010757	346	445	1064	797	1472	791	178	220	382	392	177	300
AAEL010758	0	0	1	3	10	0	3	1	1	5	0	3
AAEL010759	80	75	225	568	276	392	121	152	213	179	143	199
AAEL010760	51	48	126	183	177	166	139	125	235	198	178	174
AAEL010761	345	419	687	1255	1202	1041	574	589	790	725	576	774
AAEL010762	162	205	416	962	689	884	253	279	577	412	305	508
AAEL010763	673	892	831	614	1464	591	235	217	241	242	246	252
AAEL010764	23	31	1564	936	4449	1320	10	53	5679	4505	8637	7830
AAEL010765	8474	10297	8822	13627	21050	17904	10508	11267	13541	12449	31772	31486
AAEL010766	356	333	781	3051	655	1605	160	119	906	210	222	432
AAEL010768	96	135	221	560	455	542	223	190	315	210	250	353
AAEL010769	515	633	421	548	1238	846	379	438	504	422	966	929
AAEL010770	6	23	160	429	122	256	26	45	170	58	75	107
AAEL010771	135	166	246	145	548	312	153	132	260	255	226	350
AAEL010772	22	14	24	16	52	34	22	12	44	53	59	34
AAEL010773	1069	944	497	356	1440	1522	1604	1557	1206	982	3802	3360
AAEL010775	5	3	2	7	6	9	7	1	16	8	4	3
AAEL010776	132	34	55	1	0	0	0	33	3	1716	0	13
AAEL010777	6974	11822	6967	10945	14626	17578	17379	17319	19347	18462	19439	21180
AAEL010778	397	368	531	557	1064	645	152	97	329	596	86	362
AAEL010779	3	0	10	1	0	39	9	0	0	5	16	18
AAEL010780	1	1	0	3	0	0	0	0	0	0	0	0
AAEL010781	263	388	2283	6454	1393	3586	480	598	2609	569	754	1119
AAEL010782	9591	7962	1782	996	4050	1727	749	828	159	4282	9	329
AAEL010783	2082	2178	2452	2055	5851	2984	1233	1346	1831	1878	1760	2186
AAEL010784	600	520	564	1004	1197	1134	1114	976	761	565	1008	978
AAEL010785	28	19	43	42	97	42	28	26	46	71	15	57
AAEL010786	7	17	228	588	89	255	57	50	136	63	101	153
AAEL010787	21694	23317	61098	71601	199578	110095	19772	23440	71771	82326	59718	72386
AAEL010788	3	0	1	0	9	12	0	8	12	9	5	0
AAEL010789	148	125	207	111	538	136	119	183	196	200	101	161
AAEL010790	52	77	162	179	206	168	188	219	161	114	117	119
AAEL010791	319	408	638	1316	1137	1279	574	582	855	578	849	692
AAEL010792	15	18	69	29	124	29	25	28	45	38	42	21
AAEL010793	1288	1504	897	801	1987	1140	1645	1880	1448	1225	903	950
AAEL010794	1378	1466	1196	1524	3130	2971	3872	3426	2505	2246	3684	3905
AAEL010795	331	350	999	2326	1440	1423	360	261	714	504	419	549
AAEL010796	283	304	339	757	778	648	461	438	526	561	330	400
AAEL010797	217	206	384	891	591	762	610	574	563	530	467	666
AAEL010798	1255	1350	3047	5408	4214	5563	3029	2868	3964	2896	2873	3265
AAEL010799	235	261	306	290	938	462	95	159	233	749	101	182
AAEL010800	714	651	757	1180	1899	1273	701	677	740	697	776	811
AAEL010801	12010	16379	11830	12262	23715	25037	39314	39755	42750	35387	16360	20011
AAEL010802	29	42	43	29	110	52	72	82	80	47	179	187
AAEL010803	24	29	603	1926	157	989	49	62	448	45	65	174
AAEL010804	675	524	509	762	850	559	84	59	277	139	71	85
AAEL010805	75	67	234	671	315	336	76	109	245	99	153	189
AAEL010806	21	28	33	34	87	83	63	47	48	18	56	63
AAEL010807	536	549	1821	4525	2042	2391	494	498	1246	771	726	996
AAEL010808	3	23	224	739	108	382	32	48	186	4	19	40
AAEL010809	453	624	1129	2899	1638	1984	1430	1468	1577	1007	1175	1526
AAEL010810	29	28	74	144	75	112	55	28	83	38	56	84
AAEL010811	39	39	129	261	129	268	124	38	120	46	75	100
AAEL010812	363	386	918	1956	1352	1331	306	355	757	509	452	722
AAEL010814	7741	10479	6865	9282	13076	15160	11421	11743	15820	12918	6203	7722
AAEL010815	914	1045	1848	3793	2491	2356	1048	1073	1501	833	1137	1235
AAEL010816	114	81	197	494	265	292	174	201	239	172	175	193
AAEL010817	43	41	113	199	177	255	61	71	141	105	145	123
AAEL010818	3974	3850	5891	7052	19339	9707	3920	3424	6096	6666	6355	7174
AAEL010819	1697	1793	1478	1804	4279	2812	4562	4119	4847	4938	4808	5631
AAEL010821	78304	82955	69822	87856	253388	155508	77181	67706	71140	78438	62382	75921
AAEL010822	506	438	588	774	1178	869	266	243	449	411	291	358
AAEL010823	18730	21685	12450	12572	20046	18069	36604	34823	32982	30090	12052	13705
AAEL010824	0	0	0	0	0	0	0	0	0	0	0	0
AAEL010826	1805	1926	3843	7154	8775	6718	1526	1498	3341	2639	2984	3418
AAEL010827	239	261	925	1687	1432	1176	470	583	748	748	760	795
AAEL010829	207	145	422	720	713	830	286	265	537	425	530	502
AAEL010830	5	2	18	10	33	11	6	11	17	4	21	44
AAEL010831	42	53	58	65	110	102	179	207	122	159	76	39
AAEL010832	23	27	36	72	80	71	57	41	50	54	81	54
AAEL010834	2233	1983	2132	2798	5202	3255	2240	1999	2246	2046	2125	2553
AAEL010835	409	445	923	2076	1536	1181	232	299	634	489	390	463
AAEL010836	138	98	33	46	85	52	181	147	108	136	108	32
AAEL010837	642	620	1005	1961	2391	1543	842	928	1357	994	912	1161
AAEL010838	1576	1796	947	1286	2270	1336	1791	1391	967	629	563	822
AAEL010840	3683	5602	3535	4741	5029	6965	7373	7093	8515	6618	3691	4306
AAEL010841	266	458	1877	5452	1247	2431	224	271	833	322	286	282
AAEL010842	139	130	265	603	491	439	216	222	425	242	308	325
AAEL010843	2721	3399	3966	4836	9125	7945	5404	5341	4704	4162	6305	6795
AAEL010844	954	970	840	1211	1766	1241	1702	1692	1159	1105	1475	1584
AAEL010847	96	84	411	1009	370	629	103	157	351	137	125	257
AAEL010848	0	0	0	0	0	0	0	0	0	0	0	0
AAEL010849	0	1	4	5	4	3	0	2	2	12	16	18
AAEL010850	37114	43539	44093	36703	117305	60664	44724	44214	53027	46952	48591	64958
AAEL010851	13	15	24	22	74	16	15	39	53	26	48	48
AAEL010852	149	78	157	416	238	107	144	168	180	158	76	103
AAEL010853	3	0	0	3	2	9	0	8	0	0	0	6
AAEL010854	2133	2823	2473	2714	6591	3894	2942	2745	2797	2599	2288	2775
AAEL010855	4	9	293	1570	64	670	67	55	106	7	24	116
AAEL010856	8	12	18	18	62	17	19	33	48	29	36	46
AAEL010858	0	0	0	1	0	0	0	0	0	0	0	0
AAEL010859	1	2	5	9	0	0	0	1	0	6	0	0
AAEL010860	291	387	774	1677	1089	951	323	387	890	425	596	734
AAEL010861	11	9	23	31	51	41	29	56	50	38	59	88
AAEL010863	0	5	6	20	3	5	2	0	5	1	2	0
AAEL010864	284	339	256	263	495	461	391	730	399	362	543	434
AAEL010865	3	3	6	3	7	0	0	6	6	0	1	5
AAEL010866	406	361	217	308	458	692	705	541	568	405	1316	1107
AAEL010867	1473	1534	2298	1192	3728	5935	4058	3332	5032	5324	12848	9224
AAEL010868	6	11	96	122	260	157	0	8	5	130	9	18
AAEL010869	0	0	1	0	0	4	25	14	32	0	0	0
AAEL010870	0	0	0	0	6	8	0	0	0	0	0	0
AAEL010871	3	0	0	0	11	4	23	18	52	4	0	0
AAEL010872	0	0	0	0	0	0	0	0	5	0	0	0
AAEL010873	4	2	1	0	18	58	129	60	227	13	2	2
AAEL010874	2	0	0	0	0	0	3	2	0	4	0	0
AAEL010875	0	0	0	0	0	0	0	0	0	0	0	0
AAEL010876	0	0	0	1	2	0	0	0	0	1	0	0
AAEL010877	44	99	1833	6013	380	2560	192	281	1646	163	187	544
AAEL010878	1	0	5	3	3	0	0	8	3	4	0	0
AAEL010879	1031	1164	802	926	2284	1156	1089	1224	1692	1759	1483	1423
AAEL010880	3	0	0	0	3	0	2	0	11	12	0	0
AAEL010881	14	24	15	21	45	53	0	2	12	10	6	7
AAEL010882	5	4	4	4	9	3	0	1	0	3	0	9
AAEL010883	189	174	331	617	676	413	95	154	250	306	363	357
AAEL010884	82346	127376	43894	67348	38950	53123	145711	143104	101633	73517	15602	23707
AAEL010885	79	73	344	611	343	540	246	272	607	323	303	284
AAEL010886	2	0	2	10	18	11	0	0	0	0	2	0
AAEL010887	226	253	757	1320	1022	887	290	290	477	321	384	489
AAEL010888	85	95	265	451	391	421	69	131	176	133	185	208
AAEL010889	94	83	190	320	371	380	170	125	272	258	149	197
AAEL010890	264	285	504	754	1066	656	369	345	480	482	483	557
AAEL010891	127	133	196	308	570	395	301	267	450	412	386	558
AAEL010892	672	708	1396	2416	2404	1638	808	780	1398	956	948	1123
AAEL010893	598	562	1350	2798	3410	1936	358	550	1661	1180	622	1248
AAEL010894	0	1	4	0	0	0	0	0	0	0	0	0
AAEL010895	1073	1043	593	879	1407	1429	1716	1544	838	622	840	1135
AAEL010896	219	263	583	1137	1073	1166	508	473	709	599	570	562
AAEL010897	1	1	1	2	6	7	1	0	1	0	1	11
AAEL010898	229	228	611	1015	1294	977	166	294	826	794	650	851
AAEL010899	881	950	3060	7381	4407	4630	914	942	1915	1372	1572	1859
AAEL010900	2893	2791	5044	5961	13299	7969	3271	3747	4572	4817	3764	4732
AAEL010901	4127	4157	1151	1469	3124	2236	8048	6794	1723	1741	2453	2558
AAEL010902	4	4	12	17	23	13	75	93	71	84	68	77
AAEL010903	310	305	1258	2744	1194	1445	376	406	711	399	443	673
AAEL010904	54	87	828	2898	329	1067	153	277	557	103	84	227
AAEL010905	460	509	992	2143	1804	1354	357	401	929	564	930	1159
AAEL010906	209	278	401	811	673	795	1306	1421	695	503	585	656
AAEL010907	3	2	14	41	11	14	0	5	8	2	2	0
AAEL010908	0	3	10	66	2	37	11	1	15	1	2	5
AAEL010909	180	167	81	105	253	64	258	189	104	131	210	171
AAEL010910	0	8	359	1429	118	508	0	13	214	1	0	33
AAEL010911	3386	3731	4277	5328	9935	5910	3701	4117	5591	4982	4620	5324
AAEL010912	2612	2922	3272	6314	5594	4033	2142	2237	3266	2001	2539	2711
AAEL010913	155	172	647	1973	697	830	227	199	618	277	321	556
AAEL010915	7	3	3	10	26	19	2	6	15	22	5	26
AAEL010917	0	3	0	1	3	0	5	25	7	0	0	0
AAEL010918	1	0	7	3	5	3	31	31	36	30	77	81
AAEL010919	14	15	28	16	63	43	49	39	59	75	67	39
AAEL010920	119	27	8	17	39	16	200	159	8	20	19	4
AAEL010921	8	13	17	14	49	18	23	69	26	8	27	44
AAEL010922	0	0	0	0	1	0	0	0	0	0	0	0
AAEL010923	0	0	0	0	0	0	0	0	0	0	0	0
AAEL010924	61	56	81	90	296	105	71	85	74	120	58	156
AAEL010925	156	202	186	244	449	303	218	207	161	176	176	226
AAEL010926	0	0	0	1	0	0	0	0	0	0	0	0
AAEL010927	2	5	11	13	18	17	3	7	3	1	4	2
AAEL010929	4	5	48	30	36	11	6	15	16	176	4	21
AAEL010930	115	75	15	18	18	16	24	11	6	8	2	11
AAEL010931	456	469	390	590	1158	751	704	630	865	643	733	768
